station ID = GR (Granada)
system = KASCAL
signal = 355, photoncounting
date of the calibration, time = 21.08.2020, 00UTC
date of the Rayleigh measurement = 21.08.2020
GR, GT, HR, HT, K, laser polarisation rotation, system rotation y = 1.000, 1.000, 0.958, -0.958, 1.000, 0.000, -1
range,ITplus45,IRplus45,ITminus45,IRminus45,ITRayleigh,IRRayleigh
16455.0000,1.6587e-03,1.6596e-03,8.3222e-03,4.1598e-03,1.5324e-03,-2.3042e-06
16462.5000,3.3241e-03,4.9903e-03,1.3830e-03,1.3837e-03,-4.6085e-06,4.6088e-03
16470.0000,-6.6578e-06,1.6596e-03,2.7708e-03,5.5471e-03,1.5324e-03,-2.3042e-06
16477.5000,1.6587e-03,-5.8256e-06,6.9342e-03,4.1593e-03,1.5324e-03,3.0718e-03
16485.0000,6.6549e-03,1.6596e-03,1.3830e-03,2.7715e-03,3.0695e-03,4.6088e-03
16492.5000,8.3205e-03,1.6596e-03,5.5466e-03,1.3837e-03,1.5324e-03,-2.3042e-06
16500.0000,3.3241e-03,4.9903e-03,9.7106e-03,-4.1611e-06,-4.6085e-06,3.0718e-03
16507.5000,3.3241e-03,1.6596e-03,5.5464e-03,1.3837e-03,4.6065e-03,6.1458e-03
16515.0000,3.3241e-03,4.9903e-03,1.3830e-03,2.7715e-03,3.0695e-03,4.6088e-03
16522.5000,3.3243e-03,1.6596e-03,4.1586e-03,2.7715e-03,-4.6085e-06,3.0718e-03
16530.0000,6.6551e-03,1.6596e-03,6.9344e-03,-4.1611e-06,4.6065e-03,3.0718e-03
16537.5000,3.3241e-03,3.3249e-03,8.3222e-03,4.1593e-03,-4.6085e-06,3.0718e-03
16545.0000,1.6587e-03,1.6596e-03,5.5464e-03,6.9349e-03,3.0695e-03,1.5347e-03
16552.5000,1.6587e-03,4.9903e-03,1.3830e-03,5.5471e-03,4.6065e-03,6.1461e-03
16560.0000,-6.6578e-06,4.9905e-03,4.1586e-03,5.5473e-03,1.5324e-03,4.6088e-03
16567.5000,6.6551e-03,3.3249e-03,9.7099e-03,1.3837e-03,4.6065e-03,-2.3042e-06
16575.0000,6.6551e-03,1.6596e-03,2.7708e-03,5.5473e-03,3.0695e-03,6.1458e-03
16582.5000,1.6587e-03,-5.8256e-06,5.5464e-03,1.3837e-03,4.6067e-03,6.1458e-03
16590.0000,-6.6578e-06,-5.8256e-06,6.9342e-03,4.1593e-03,1.5324e-03,4.6088e-03
16597.5000,4.9895e-03,3.3249e-03,4.1588e-03,5.5471e-03,-4.6085e-06,4.6088e-03
16605.0000,3.3241e-03,6.6557e-03,4.1591e-03,4.1595e-03,1.5324e-03,3.0718e-03
16612.5000,9.9858e-03,3.3249e-03,2.7708e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
16620.0000,6.6549e-03,1.6596e-03,4.1588e-03,2.7715e-03,3.0695e-03,7.6831e-03
16627.5000,6.6551e-03,4.9903e-03,4.1588e-03,2.7715e-03,4.6067e-03,6.1458e-03
16635.0000,6.6551e-03,4.9905e-03,2.7708e-03,9.7107e-03,1.5324e-03,1.5347e-03
16642.5000,1.6587e-03,6.6559e-03,4.1586e-03,1.3837e-03,1.5324e-03,3.0718e-03
16650.0000,3.3241e-03,4.9903e-03,1.3830e-03,1.3837e-03,1.5324e-03,1.5347e-03
16657.5000,3.3243e-03,4.9905e-03,5.5466e-03,-4.1611e-06,3.0695e-03,6.1458e-03
16665.0000,3.3241e-03,3.3249e-03,9.7104e-03,2.7715e-03,4.6065e-03,1.5347e-03
16672.5000,4.9897e-03,1.6596e-03,1.3830e-03,1.3837e-03,-4.6085e-06,1.5347e-03
16680.0000,6.6551e-03,3.3249e-03,4.1586e-03,4.1593e-03,3.0695e-03,3.0718e-03
16687.5000,1.6587e-03,1.6596e-03,5.5464e-03,-4.1611e-06,1.5324e-03,1.5347e-03
16695.0000,1.6587e-03,-5.8256e-06,9.7099e-03,1.3837e-03,4.6067e-03,1.5347e-03
16702.5000,1.6587e-03,4.9903e-03,1.3830e-03,-4.1611e-06,3.0695e-03,3.0718e-03
16710.0000,4.9895e-03,4.9903e-03,6.9344e-03,-4.1611e-06,3.0695e-03,4.6090e-03
16717.5000,4.9895e-03,-5.8256e-06,1.3830e-03,1.3837e-03,1.5324e-03,7.6831e-03
16725.0000,4.9895e-03,-5.8256e-06,-4.8546e-06,-4.1611e-06,3.0695e-03,4.6088e-03
16732.5000,1.6587e-03,-5.8256e-06,2.7708e-03,2.7715e-03,-4.6085e-06,1.5347e-03
16740.0000,8.3211e-03,1.6596e-03,2.7708e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
16747.5000,4.9895e-03,3.3249e-03,2.7708e-03,2.7715e-03,1.5324e-03,1.2294e-02
16755.0000,-6.6578e-06,3.3249e-03,2.7708e-03,1.3837e-03,3.0695e-03,3.0718e-03
16762.5000,3.3243e-03,1.6596e-03,8.3222e-03,2.7715e-03,3.0695e-03,1.5347e-03
16770.0000,3.3241e-03,6.6557e-03,1.3830e-03,-4.1611e-06,1.5324e-03,1.5347e-03
16777.5000,3.3241e-03,-5.8256e-06,1.3830e-03,2.7715e-03,1.5324e-03,3.0720e-03
16785.0000,4.9897e-03,-5.8256e-06,4.1586e-03,2.7715e-03,-4.6085e-06,1.5347e-03
16792.5000,1.6587e-03,1.6596e-03,1.3830e-03,1.3837e-03,3.0695e-03,3.0718e-03
16800.0000,4.9895e-03,-5.8256e-06,4.1586e-03,1.3837e-03,3.0695e-03,4.6088e-03
16807.5000,3.3241e-03,-5.8256e-06,2.7708e-03,4.1593e-03,4.6065e-03,4.6088e-03
16815.0000,1.6587e-03,3.3249e-03,1.3830e-03,4.1593e-03,1.5324e-03,3.0718e-03
16822.5000,-6.6578e-06,3.3249e-03,5.5466e-03,4.1593e-03,6.1435e-03,1.5347e-03
16830.0000,6.6549e-03,3.3249e-03,4.1586e-03,5.5471e-03,-4.6085e-06,6.1458e-03
16837.5000,8.3207e-03,4.9903e-03,1.3830e-03,2.7715e-03,4.6065e-03,1.5347e-03
16845.0000,4.9895e-03,3.3249e-03,2.7708e-03,1.3837e-03,1.5324e-03,4.6088e-03
16852.5000,4.9895e-03,1.6596e-03,1.3830e-03,1.3837e-03,1.5324e-03,3.0718e-03
16860.0000,3.3241e-03,1.6596e-03,2.7708e-03,2.7715e-03,-4.6085e-06,3.0720e-03
16867.5000,3.3241e-03,6.6559e-03,1.3830e-03,1.3837e-03,3.0695e-03,3.0718e-03
16875.0000,3.3241e-03,1.6596e-03,5.5464e-03,1.3837e-03,1.5324e-03,3.0718e-03
16882.5000,-6.6578e-06,3.3249e-03,1.3830e-03,2.7715e-03,1.5324e-03,4.6088e-03
16890.0000,8.3203e-03,3.3251e-03,1.3830e-03,1.3837e-03,1.5324e-03,6.1458e-03
16897.5000,4.9895e-03,1.6596e-03,4.1586e-03,1.3837e-03,3.0697e-03,1.5347e-03
16905.0000,6.6549e-03,1.6596e-03,-4.8546e-06,1.3837e-03,4.6065e-03,6.1458e-03
16912.5000,-6.6578e-06,-5.8256e-06,4.1586e-03,2.7715e-03,6.1438e-03,-2.3042e-06
16920.0000,3.3241e-03,1.6596e-03,6.9344e-03,1.3837e-03,3.0695e-03,1.5347e-03
16927.5000,1.6587e-03,-5.8256e-06,2.7708e-03,-4.1611e-06,1.5324e-03,1.5347e-03
16935.0000,1.6587e-03,-5.8256e-06,8.3224e-03,2.7715e-03,1.5324e-03,1.5347e-03
16942.5000,3.3241e-03,3.3249e-03,4.1586e-03,1.3837e-03,4.6067e-03,1.5347e-03
16950.0000,6.6553e-03,-5.8256e-06,5.5466e-03,1.3837e-03,4.6065e-03,4.6090e-03
16957.5000,-6.6578e-06,1.6596e-03,5.5464e-03,-4.1611e-06,1.5324e-03,4.6088e-03
16965.0000,1.6587e-03,1.6596e-03,6.9342e-03,1.3837e-03,-4.6085e-06,6.1458e-03
16972.5000,3.3241e-03,-5.8256e-06,4.1586e-03,-4.1611e-06,-4.6085e-06,4.6088e-03
16980.0000,6.6553e-03,6.6557e-03,4.1586e-03,6.9351e-03,1.5324e-03,3.0718e-03
16987.5000,3.3243e-03,6.6559e-03,1.3830e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
16995.0000,4.9897e-03,4.9903e-03,1.3830e-03,1.3837e-03,4.6065e-03,6.1461e-03
17002.5000,-6.6578e-06,4.9903e-03,4.1586e-03,4.1593e-03,-4.6085e-06,-2.3042e-06
17010.0000,-6.6578e-06,1.6596e-03,1.3830e-03,1.3837e-03,1.5324e-03,3.0720e-03
17017.5000,1.6587e-03,-5.8256e-06,1.3830e-03,4.1595e-03,3.0695e-03,6.1461e-03
17025.0000,1.6587e-03,3.3251e-03,4.1588e-03,8.3227e-03,4.6067e-03,3.0718e-03
17032.5000,3.3241e-03,1.6596e-03,4.1586e-03,4.1593e-03,4.6065e-03,1.5347e-03
17040.0000,4.9897e-03,1.6596e-03,4.1586e-03,4.1595e-03,-4.6085e-06,4.6088e-03
17047.5000,-6.6578e-06,3.3249e-03,2.7708e-03,4.1595e-03,-4.6085e-06,-2.3042e-06
17055.0000,4.9897e-03,9.9871e-03,5.5464e-03,2.7715e-03,4.6065e-03,3.0718e-03
17062.5000,3.3241e-03,3.3249e-03,1.3830e-03,4.1593e-03,-4.6085e-06,1.5347e-03
17070.0000,4.9895e-03,4.9905e-03,1.3830e-03,5.5471e-03,1.5324e-03,-2.3042e-06
17077.5000,1.6587e-03,1.6596e-03,4.1586e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
17085.0000,3.3241e-03,3.3249e-03,4.1586e-03,4.1593e-03,-4.6085e-06,3.0718e-03
17092.5000,3.3241e-03,-5.8256e-06,4.1586e-03,2.7715e-03,-4.6085e-06,4.6088e-03
17100.0000,4.9895e-03,-5.8256e-06,1.3830e-03,4.1593e-03,1.5324e-03,1.5347e-03
17107.5000,9.9869e-03,1.6596e-03,4.1588e-03,4.1593e-03,-4.6085e-06,1.5347e-03
17115.0000,3.3241e-03,-5.8256e-06,1.3830e-03,4.1593e-03,1.5324e-03,4.6090e-03
17122.5000,-6.6578e-06,4.9903e-03,4.1586e-03,-4.1611e-06,4.6067e-03,-2.3042e-06
17130.0000,3.3241e-03,3.3249e-03,1.3830e-03,1.3837e-03,-4.6085e-06,1.5347e-03
17137.5000,3.3241e-03,1.6596e-03,1.3830e-03,1.3837e-03,9.2176e-03,6.1458e-03
17145.0000,-6.6578e-06,1.6596e-03,6.9342e-03,2.7715e-03,3.0695e-03,3.0718e-03
17152.5000,8.3203e-03,4.9905e-03,5.5464e-03,2.7715e-03,-4.6085e-06,3.0718e-03
17160.0000,1.6587e-03,1.6596e-03,4.1586e-03,1.3837e-03,3.0695e-03,-2.3042e-06
17167.5000,1.6587e-03,1.6596e-03,2.7708e-03,-4.1611e-06,4.6067e-03,3.0718e-03
17175.0000,3.3241e-03,-5.8256e-06,1.3830e-03,1.3837e-03,1.5324e-03,1.5347e-03
17182.5000,3.3241e-03,4.9903e-03,5.5464e-03,1.3837e-03,3.0695e-03,1.5347e-03
17190.0000,3.3241e-03,6.6559e-03,-4.8546e-06,2.7715e-03,1.5324e-03,6.1461e-03
17197.5000,-6.6578e-06,1.6596e-03,2.7708e-03,2.7715e-03,3.0695e-03,3.0718e-03
17205.0000,-6.6578e-06,1.6596e-03,2.7708e-03,2.7716e-03,1.5324e-03,4.6090e-03
17212.5000,3.3241e-03,3.3249e-03,4.1591e-03,2.7715e-03,1.5324e-03,4.6090e-03
17220.0000,6.6551e-03,-5.8256e-06,4.1586e-03,1.3837e-03,-4.6085e-06,6.1458e-03
17227.5000,3.3241e-03,1.6596e-03,5.5464e-03,2.7715e-03,1.5324e-03,1.5347e-03
17235.0000,3.3241e-03,-5.8256e-06,2.7708e-03,5.5473e-03,3.0695e-03,6.1458e-03
17242.5000,1.6587e-03,1.6596e-03,1.3830e-03,4.1593e-03,6.1442e-03,3.0718e-03
17250.0000,-6.6578e-06,1.6596e-03,2.7708e-03,1.3837e-03,9.2178e-03,1.5347e-03
17257.5000,3.3241e-03,3.3249e-03,-4.8546e-06,2.7715e-03,6.1435e-03,3.0718e-03
17265.0000,1.6587e-03,3.3249e-03,8.3221e-03,1.3837e-03,1.5324e-03,3.0718e-03
17272.5000,3.3241e-03,1.6596e-03,1.3830e-03,1.3837e-03,1.5324e-03,3.0718e-03
17280.0000,3.3241e-03,1.6596e-03,1.3830e-03,1.3837e-03,-4.6085e-06,1.5347e-03
17287.5000,1.6587e-03,1.6596e-03,2.7708e-03,2.7715e-03,3.0695e-03,4.6090e-03
17295.0000,-6.6578e-06,-5.8256e-06,2.7708e-03,1.3837e-03,4.6065e-03,3.0718e-03
17302.5000,-6.6578e-06,3.3249e-03,1.3830e-03,-4.1611e-06,4.6065e-03,1.5347e-03
17310.0000,3.3241e-03,-5.8256e-06,2.7708e-03,4.1593e-03,1.5324e-03,1.5347e-03
17317.5000,1.6587e-03,-5.8256e-06,5.5464e-03,4.1593e-03,3.0695e-03,3.0718e-03
17325.0000,-6.6578e-06,1.6596e-03,2.7708e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
17332.5000,1.6587e-03,1.6596e-03,-4.8546e-06,2.7715e-03,-4.6085e-06,-2.3042e-06
17340.0000,8.3203e-03,4.9903e-03,1.3830e-03,6.9349e-03,1.5324e-03,1.5347e-03
17347.5000,-6.6578e-06,3.3249e-03,1.3830e-03,1.3837e-03,1.5324e-03,3.0718e-03
17355.0000,4.9897e-03,-5.8256e-06,1.3830e-03,4.1593e-03,1.5324e-03,1.5347e-03
17362.5000,1.6587e-03,4.9903e-03,2.7708e-03,-4.1611e-06,1.5324e-03,7.6829e-03
17370.0000,-6.6578e-06,-5.8256e-06,2.7708e-03,4.1595e-03,1.5324e-03,6.1458e-03
17377.5000,1.6587e-03,1.6596e-03,6.9342e-03,6.9351e-03,3.0695e-03,4.6090e-03
17385.0000,4.9897e-03,1.6596e-03,2.7708e-03,1.3837e-03,1.5324e-03,1.5347e-03
17392.5000,3.3241e-03,-5.8256e-06,-4.8546e-06,1.3837e-03,3.0695e-03,-2.3042e-06
17400.0000,3.3241e-03,6.6557e-03,4.1588e-03,1.3837e-03,1.5324e-03,-2.3042e-06
17407.5000,3.3241e-03,1.6596e-03,4.1586e-03,1.3837e-03,1.5324e-03,3.0718e-03
17415.0000,-6.6578e-06,1.6596e-03,-4.8546e-06,2.7715e-03,1.5324e-03,3.0718e-03
17422.5000,1.6587e-03,3.3249e-03,1.3830e-03,2.7715e-03,-4.6085e-06,3.0718e-03
17430.0000,-6.6578e-06,1.6596e-03,5.5464e-03,2.7715e-03,-4.6085e-06,1.5347e-03
17437.5000,1.6587e-03,3.3249e-03,-4.8546e-06,4.1595e-03,1.5324e-03,6.1461e-03
17445.0000,3.3241e-03,-5.8256e-06,1.3830e-03,4.1593e-03,1.5324e-03,-2.3042e-06
17452.5000,4.9897e-03,1.6596e-03,-4.8546e-06,1.3837e-03,1.5324e-03,1.5347e-03
17460.0000,1.6587e-03,1.6596e-03,2.7708e-03,4.1595e-03,1.5324e-03,1.5347e-03
17467.5000,-6.6578e-06,4.9905e-03,1.3830e-03,5.5471e-03,-4.6085e-06,1.5347e-03
17475.0000,3.3241e-03,-5.8256e-06,1.3830e-03,4.1595e-03,-4.6085e-06,-2.3042e-06
17482.5000,3.3241e-03,6.6563e-03,6.9344e-03,-4.1611e-06,1.5324e-03,3.0718e-03
17490.0000,3.3241e-03,1.6596e-03,1.3830e-03,1.3837e-03,-4.6085e-06,3.0718e-03
17497.5000,3.3241e-03,1.6596e-03,4.1588e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
17505.0000,-6.6578e-06,3.3249e-03,5.5464e-03,2.7715e-03,1.5324e-03,1.5347e-03
17512.5000,1.6587e-03,-5.8256e-06,5.5464e-03,1.3837e-03,-4.6085e-06,6.1458e-03
17520.0000,1.6587e-03,1.6596e-03,1.3830e-03,2.7715e-03,-4.6085e-06,1.5347e-03
17527.5000,3.3241e-03,1.6596e-03,4.1588e-03,2.7715e-03,1.5324e-03,1.5347e-03
17535.0000,3.3241e-03,1.6596e-03,4.1586e-03,4.1593e-03,-4.6085e-06,-2.3042e-06
17542.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,2.7715e-03,3.0695e-03,4.6088e-03
17550.0000,1.6587e-03,6.6559e-03,2.7708e-03,4.1595e-03,-4.6085e-06,3.0718e-03
17557.5000,1.6587e-03,1.6596e-03,1.3830e-03,4.1593e-03,1.5324e-03,4.6088e-03
17565.0000,6.6549e-03,1.6596e-03,1.3830e-03,1.3837e-03,3.0695e-03,1.5347e-03
17572.5000,-6.6578e-06,-5.8256e-06,4.1586e-03,-4.1611e-06,-4.6085e-06,3.0718e-03
17580.0000,4.9895e-03,1.6596e-03,1.3830e-03,1.3837e-03,3.0695e-03,1.5347e-03
17587.5000,-6.6578e-06,1.6596e-03,-4.8546e-06,1.3837e-03,-4.6085e-06,1.5347e-03
17595.0000,-6.6578e-06,6.6559e-03,1.3830e-03,1.3837e-03,1.5324e-03,1.5347e-03
17602.5000,3.3241e-03,3.3249e-03,1.3830e-03,5.5473e-03,1.5324e-03,3.0720e-03
17610.0000,3.3241e-03,1.6596e-03,2.7708e-03,1.3837e-03,1.5324e-03,4.6088e-03
17617.5000,-6.6578e-06,-5.8256e-06,1.3830e-03,4.1595e-03,-4.6085e-06,-2.3042e-06
17625.0000,-6.6578e-06,4.9903e-03,2.7708e-03,-4.1611e-06,1.5324e-03,1.5347e-03
17632.5000,3.3241e-03,4.9903e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,6.1461e-03
17640.0000,3.3241e-03,1.6596e-03,4.1586e-03,-4.1611e-06,-4.6085e-06,3.0718e-03
17647.5000,1.6587e-03,-5.8256e-06,2.7708e-03,2.7715e-03,1.5324e-03,4.6090e-03
17655.0000,1.6587e-03,1.6596e-03,6.9342e-03,4.1593e-03,3.0695e-03,3.0718e-03
17662.5000,1.6587e-03,1.6596e-03,4.1588e-03,1.3837e-03,4.6065e-03,1.5347e-03
17670.0000,-6.6578e-06,-5.8256e-06,4.1588e-03,4.1595e-03,3.0695e-03,4.6088e-03
17677.5000,3.3241e-03,3.3249e-03,1.3830e-03,1.3837e-03,-4.6085e-06,3.0720e-03
17685.0000,3.3243e-03,1.6596e-03,1.3830e-03,1.3837e-03,1.5324e-03,6.1458e-03
17692.5000,3.3241e-03,-5.8256e-06,4.1586e-03,2.7715e-03,3.0695e-03,-2.3042e-06
17700.0000,4.9895e-03,1.6596e-03,-4.8546e-06,2.7715e-03,1.5324e-03,3.0718e-03
17707.5000,3.3241e-03,-5.8256e-06,5.5466e-03,-4.1611e-06,4.6065e-03,4.6088e-03
17715.0000,4.9895e-03,1.6596e-03,6.9342e-03,1.3837e-03,4.6065e-03,3.0718e-03
17722.5000,-6.6578e-06,4.9905e-03,4.1586e-03,-4.1611e-06,3.0695e-03,3.0720e-03
17730.0000,3.3241e-03,4.9903e-03,2.7708e-03,4.1593e-03,1.5324e-03,1.5347e-03
17737.5000,-6.6578e-06,1.6596e-03,2.7708e-03,2.7716e-03,3.0695e-03,3.0718e-03
17745.0000,1.6587e-03,3.3249e-03,-4.8546e-06,2.7715e-03,4.6067e-03,4.6088e-03
17752.5000,1.6587e-03,6.6559e-03,2.7708e-03,4.1593e-03,1.5324e-03,3.0718e-03
17760.0000,-6.6578e-06,-5.8256e-06,5.5464e-03,4.1593e-03,1.5324e-03,3.0718e-03
17767.5000,3.3241e-03,1.6596e-03,1.3830e-03,2.7715e-03,1.5324e-03,3.0718e-03
17775.0000,-6.6578e-06,1.6596e-03,4.1588e-03,1.3837e-03,3.0695e-03,3.0718e-03
17782.5000,-6.6578e-06,-5.8256e-06,-4.8546e-06,1.3837e-03,-4.6085e-06,3.0718e-03
17790.0000,1.6587e-03,1.6596e-03,2.7708e-03,2.7715e-03,3.0695e-03,3.0718e-03
17797.5000,1.6587e-03,1.6596e-03,4.1586e-03,1.3837e-03,1.5324e-03,1.5347e-03
17805.0000,1.6587e-03,-5.8256e-06,6.9347e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
17812.5000,4.9895e-03,3.3249e-03,2.7708e-03,2.7715e-03,3.0695e-03,1.5347e-03
17820.0000,3.3241e-03,3.3249e-03,5.5464e-03,1.3837e-03,-4.6085e-06,1.5347e-03
17827.5000,4.9895e-03,1.6596e-03,1.3830e-03,-4.1611e-06,-4.6085e-06,4.6088e-03
17835.0000,4.9895e-03,8.3213e-03,4.1586e-03,1.3837e-03,-4.6085e-06,4.6088e-03
17842.5000,1.6587e-03,1.6596e-03,4.1586e-03,1.3837e-03,-4.6085e-06,1.5347e-03
17850.0000,4.9895e-03,1.6596e-03,8.3222e-03,1.3837e-03,1.5324e-03,1.5347e-03
17857.5000,3.3241e-03,1.6596e-03,2.7708e-03,1.3837e-03,3.0695e-03,1.5347e-03
17865.0000,-6.6578e-06,1.6596e-03,4.1586e-03,5.5471e-03,4.6065e-03,6.1458e-03
17872.5000,3.3241e-03,3.3249e-03,2.7708e-03,4.1595e-03,1.5324e-03,1.5347e-03
17880.0000,1.6587e-03,-5.8256e-06,2.7708e-03,-4.1611e-06,4.6065e-03,6.1458e-03
17887.5000,4.9895e-03,4.9903e-03,4.1586e-03,4.1593e-03,4.6065e-03,1.5347e-03
17895.0000,1.6587e-03,1.6596e-03,1.3830e-03,-4.1611e-06,3.0695e-03,3.0718e-03
17902.5000,3.3241e-03,-5.8256e-06,2.7708e-03,4.1593e-03,1.5324e-03,3.0718e-03
17910.0000,1.6587e-03,1.6596e-03,-4.8546e-06,-4.1611e-06,1.5324e-03,3.0718e-03
17917.5000,4.9895e-03,3.3249e-03,5.5466e-03,1.3837e-03,3.0695e-03,1.5347e-03
17925.0000,4.9895e-03,4.9903e-03,4.1586e-03,5.5471e-03,1.5324e-03,3.0718e-03
17932.5000,-6.6578e-06,1.6596e-03,2.7708e-03,1.3837e-03,1.5324e-03,1.5347e-03
17940.0000,-6.6578e-06,1.6596e-03,6.9342e-03,1.3837e-03,-4.6085e-06,1.5347e-03
17947.5000,3.3241e-03,1.6596e-03,1.3830e-03,1.3837e-03,1.5324e-03,4.6090e-03
17955.0000,3.3241e-03,-5.8256e-06,2.7708e-03,2.7716e-03,4.6065e-03,1.5347e-03
17962.5000,4.9895e-03,1.6596e-03,2.7708e-03,-4.1611e-06,1.5324e-03,1.5347e-03
17970.0000,3.3241e-03,-5.8256e-06,-4.8546e-06,4.1593e-03,1.5324e-03,-2.3042e-06
17977.5000,3.3241e-03,-5.8256e-06,4.1588e-03,2.7715e-03,-4.6085e-06,1.5347e-03
17985.0000,3.3241e-03,1.6596e-03,4.1586e-03,-4.1611e-06,-4.6085e-06,-2.3042e-06
17992.5000,3.3243e-03,3.3249e-03,2.7708e-03,4.1595e-03,-4.6085e-06,4.6088e-03
18000.0000,3.3241e-03,1.6596e-03,1.3830e-03,2.7715e-03,3.0697e-03,6.1461e-03
18007.5000,1.6587e-03,1.6596e-03,1.3830e-03,2.7715e-03,1.5324e-03,1.5347e-03
18015.0000,3.3241e-03,-5.8256e-06,4.1586e-03,4.1595e-03,1.5324e-03,1.5347e-03
18022.5000,4.9895e-03,-5.8256e-06,2.7708e-03,5.5471e-03,1.5324e-03,1.5347e-03
18030.0000,3.3241e-03,6.6559e-03,2.7708e-03,2.7716e-03,-4.6085e-06,1.5347e-03
18037.5000,1.6587e-03,1.6596e-03,2.7710e-03,8.3229e-03,1.5324e-03,7.6831e-03
18045.0000,3.3241e-03,4.9903e-03,-4.8546e-06,-4.1611e-06,3.0695e-03,3.0718e-03
18052.5000,4.9895e-03,-5.8256e-06,2.7708e-03,2.7715e-03,-4.6085e-06,1.5347e-03
18060.0000,-6.6578e-06,-5.8256e-06,2.7708e-03,1.3837e-03,1.5324e-03,3.0718e-03
18067.5000,1.6587e-03,3.3249e-03,4.1586e-03,2.7715e-03,6.1435e-03,1.5347e-03
18075.0000,8.3203e-03,6.6557e-03,4.1588e-03,1.3837e-03,-4.6085e-06,4.6090e-03
18082.5000,1.6587e-03,1.6596e-03,-4.8546e-06,1.3837e-03,4.6065e-03,1.5347e-03
18090.0000,-6.6578e-06,1.6596e-03,4.1586e-03,1.3837e-03,-4.6085e-06,3.0718e-03
18097.5000,3.3241e-03,1.6596e-03,2.7708e-03,4.1593e-03,-4.6085e-06,4.6090e-03
18105.0000,3.3241e-03,-5.8256e-06,1.3830e-03,4.1593e-03,-4.6085e-06,6.1458e-03
18112.5000,4.9895e-03,1.6596e-03,4.1586e-03,2.7715e-03,1.5324e-03,1.5347e-03
18120.0000,1.6587e-03,1.6596e-03,2.7708e-03,2.7715e-03,-4.6085e-06,1.5347e-03
18127.5000,1.6587e-03,3.3249e-03,-4.8546e-06,1.3837e-03,3.0695e-03,3.0718e-03
18135.0000,4.9897e-03,4.9905e-03,5.5466e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
18142.5000,3.3241e-03,1.6596e-03,2.7708e-03,4.1593e-03,4.6065e-03,4.6088e-03
18150.0000,8.3205e-03,1.6596e-03,1.3830e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
18157.5000,1.6587e-03,4.9905e-03,1.3830e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
18165.0000,4.9895e-03,1.6596e-03,1.3830e-03,4.1593e-03,-4.6085e-06,1.5347e-03
18172.5000,6.6549e-03,1.6596e-03,1.3830e-03,1.3837e-03,1.5324e-03,3.0718e-03
18180.0000,1.6587e-03,-5.8256e-06,6.9344e-03,-4.1611e-06,-4.6085e-06,3.0718e-03
18187.5000,3.3241e-03,-5.8256e-06,1.3830e-03,5.5473e-03,-4.6085e-06,3.0718e-03
18195.0000,3.3241e-03,1.6596e-03,1.3830e-03,5.5473e-03,3.0695e-03,7.6833e-03
18202.5000,4.9895e-03,-5.8256e-06,5.5466e-03,2.7715e-03,4.6065e-03,1.5347e-03
18210.0000,1.6587e-03,1.6596e-03,-4.8546e-06,1.3837e-03,1.5324e-03,3.0718e-03
18217.5000,3.3241e-03,6.6557e-03,-4.8546e-06,1.3837e-03,-4.6085e-06,1.5347e-03
18225.0000,-6.6578e-06,1.6596e-03,2.7708e-03,1.3837e-03,1.5324e-03,3.0718e-03
18232.5000,-6.6578e-06,1.6596e-03,2.7710e-03,-4.1611e-06,-4.6085e-06,1.5347e-03
18240.0000,1.6587e-03,3.3249e-03,5.5464e-03,4.1593e-03,-4.6085e-06,4.6090e-03
18247.5000,3.3243e-03,-5.8256e-06,-4.8546e-06,4.1595e-03,1.5324e-03,-2.3042e-06
18255.0000,-6.6578e-06,1.6596e-03,2.7708e-03,1.3837e-03,3.0695e-03,1.5347e-03
18262.5000,3.3241e-03,3.3249e-03,-4.8546e-06,-4.1611e-06,-4.6085e-06,3.0718e-03
18270.0000,1.6587e-03,4.9903e-03,1.3830e-03,4.1593e-03,7.6806e-03,3.0718e-03
18277.5000,3.3241e-03,-5.8256e-06,1.3830e-03,1.3837e-03,3.0695e-03,3.0718e-03
18285.0000,-6.6578e-06,3.3249e-03,1.3830e-03,1.3837e-03,-4.6085e-06,-2.3042e-06
18292.5000,6.6551e-03,3.3249e-03,-4.8546e-06,2.7715e-03,6.1438e-03,-2.3042e-06
18300.0000,3.3241e-03,-5.8256e-06,1.3830e-03,1.3837e-03,4.6065e-03,1.5347e-03
18307.5000,4.9895e-03,1.6596e-03,4.1586e-03,1.3837e-03,1.5324e-03,1.5347e-03
18315.0000,3.3241e-03,-5.8256e-06,5.5466e-03,-4.1611e-06,-4.6085e-06,3.0720e-03
18322.5000,-6.6578e-06,3.3249e-03,4.1586e-03,2.7715e-03,-4.6085e-06,1.5347e-03
