station ID = GR (Granada)
system = KASCAL
signal = 355, photoncounting
date of the calibration, time = 21.08.2020, 00UTC
date of the Rayleigh measurement = 21.08.2020
GR, GT, HR, HT, K, laser polarisation rotation, system rotation y = 1.000, 1.000, 0.958, -0.958, 1.000, 0.000, -1
range,ITplus45,IRplus45,ITminus45,IRminus45,ITRayleigh,IRRayleigh
14550.0000,2.3310e-02,-5.8256e-06,6.9344e-03,1.3837e-03,7.6806e-03,1.6906e-02
14557.5000,1.6587e-03,6.6557e-03,5.5466e-03,4.1593e-03,4.6065e-03,1.0757e-02
14565.0000,3.3241e-03,1.3317e-02,1.1098e-02,8.3231e-03,3.0695e-03,4.6088e-03
14572.5000,6.6549e-03,4.9903e-03,8.3224e-03,1.1099e-02,6.1438e-03,4.6090e-03
14580.0000,4.9895e-03,8.3213e-03,6.9342e-03,1.3837e-03,4.6065e-03,1.0758e-02
14587.5000,1.6648e-02,4.9903e-03,4.1588e-03,4.1593e-03,7.6808e-03,4.6088e-03
14595.0000,4.9897e-03,4.9903e-03,4.1586e-03,8.3229e-03,1.5324e-03,3.0718e-03
14602.5000,1.1651e-02,4.9903e-03,1.3830e-03,6.9349e-03,3.0695e-03,6.1458e-03
14610.0000,6.6551e-03,4.9903e-03,4.1586e-03,4.1593e-03,4.6065e-03,6.1465e-03
14617.5000,9.9858e-03,1.6596e-03,6.9344e-03,4.1593e-03,4.6065e-03,9.2199e-03
14625.0000,4.9895e-03,8.3211e-03,5.5464e-03,6.9351e-03,7.6806e-03,9.2202e-03
14632.5000,1.1651e-02,6.6557e-03,5.5466e-03,5.5471e-03,1.5324e-03,1.0757e-02
14640.0000,3.3241e-03,4.9903e-03,2.7708e-03,1.1099e-02,1.5324e-03,7.6833e-03
14647.5000,1.1651e-02,3.3249e-03,6.9342e-03,-4.1611e-06,6.1438e-03,7.6829e-03
14655.0000,6.6549e-03,6.6559e-03,8.3221e-03,2.7715e-03,1.0755e-02,1.2294e-02
14662.5000,6.6549e-03,3.3249e-03,4.1588e-03,2.7715e-03,3.0695e-03,7.6836e-03
14670.0000,8.3205e-03,-5.8256e-06,5.5466e-03,4.1593e-03,4.6065e-03,4.6088e-03
14677.5000,6.6551e-03,6.6559e-03,6.9346e-03,-4.1611e-06,4.6067e-03,1.2294e-02
14685.0000,1.6587e-03,9.9865e-03,8.3226e-03,4.1593e-03,7.6813e-03,4.6090e-03
14692.5000,9.9858e-03,6.6559e-03,6.9344e-03,5.5473e-03,4.6065e-03,3.0718e-03
14700.0000,8.3203e-03,6.6563e-03,1.3830e-03,1.3837e-03,4.6065e-03,4.6088e-03
14707.5000,9.9858e-03,9.9869e-03,1.2486e-02,4.1595e-03,4.6065e-03,1.0757e-02
14715.0000,1.4983e-02,8.3213e-03,9.7102e-03,8.3231e-03,4.6065e-03,6.1458e-03
14722.5000,3.3241e-03,1.6596e-03,4.1586e-03,1.2487e-02,3.0695e-03,3.0718e-03
14730.0000,6.6549e-03,8.3213e-03,1.1098e-02,6.9351e-03,6.1435e-03,7.6831e-03
14737.5000,9.9860e-03,3.3249e-03,2.7708e-03,2.7715e-03,4.6065e-03,6.1458e-03
14745.0000,9.9858e-03,1.6596e-03,6.9342e-03,5.5471e-03,3.0695e-03,3.0718e-03
14752.5000,4.9897e-03,3.3249e-03,6.9342e-03,1.3837e-03,7.6806e-03,4.6088e-03
14760.0000,1.6587e-03,4.9903e-03,4.1588e-03,2.7715e-03,9.2176e-03,1.0758e-02
14767.5000,6.6549e-03,4.9905e-03,9.7099e-03,1.2487e-02,1.5324e-03,9.2206e-03
14775.0000,9.9862e-03,6.6557e-03,8.3224e-03,4.1593e-03,6.1438e-03,1.0757e-02
14782.5000,4.9895e-03,1.6596e-03,1.3874e-02,1.2487e-02,6.1438e-03,1.5347e-03
14790.0000,4.9897e-03,4.9905e-03,1.3830e-03,1.3837e-03,1.5324e-03,7.6831e-03
14797.5000,1.3317e-02,1.6596e-03,8.3221e-03,5.5473e-03,7.6806e-03,6.1458e-03
14805.0000,1.6587e-03,4.9903e-03,-4.8546e-06,5.5471e-03,-4.6085e-06,4.6088e-03
14812.5000,6.6549e-03,6.6557e-03,1.3830e-03,5.5471e-03,6.1435e-03,6.1461e-03
14820.0000,3.3241e-03,1.6596e-03,5.5464e-03,2.7715e-03,4.6067e-03,9.2204e-03
14827.5000,-6.6578e-06,4.9905e-03,4.1586e-03,1.3837e-03,3.0695e-03,4.6090e-03
14835.0000,6.6551e-03,3.3249e-03,9.7106e-03,1.1099e-02,7.6806e-03,6.1461e-03
14842.5000,3.3241e-03,-5.8256e-06,6.9342e-03,2.7715e-03,4.6065e-03,6.1458e-03
14850.0000,3.3243e-03,6.6559e-03,8.3221e-03,5.5471e-03,3.0695e-03,1.5347e-03
14857.5000,6.6551e-03,6.6557e-03,1.3830e-03,8.3229e-03,6.1435e-03,1.0757e-02
14865.0000,9.9862e-03,1.6596e-03,6.9342e-03,2.7716e-03,6.1435e-03,7.6831e-03
14872.5000,4.9895e-03,4.9903e-03,6.9344e-03,5.5471e-03,4.6065e-03,7.6836e-03
14880.0000,9.9856e-03,6.6557e-03,6.9342e-03,4.1593e-03,4.6065e-03,6.1461e-03
14887.5000,4.9897e-03,3.3249e-03,4.1586e-03,5.5471e-03,1.0755e-02,3.0718e-03
14895.0000,9.9858e-03,1.6596e-03,4.1586e-03,5.5473e-03,-4.6085e-06,4.6088e-03
14902.5000,4.9897e-03,6.6557e-03,4.1586e-03,6.9349e-03,7.6806e-03,3.0718e-03
14910.0000,-6.6578e-06,1.3318e-02,9.7100e-03,8.3227e-03,7.6813e-03,9.2204e-03
14917.5000,9.9858e-03,4.9905e-03,1.1098e-02,4.1593e-03,3.0695e-03,9.2202e-03
14925.0000,4.9895e-03,8.3215e-03,6.9346e-03,4.1593e-03,3.0697e-03,1.3831e-02
14932.5000,1.6587e-03,1.6596e-03,8.3226e-03,4.1595e-03,3.0695e-03,6.1461e-03
14940.0000,9.9862e-03,8.3217e-03,6.9344e-03,-4.1611e-06,1.5324e-03,3.0718e-03
14947.5000,4.9895e-03,3.3251e-03,9.7102e-03,4.1593e-03,-4.6085e-06,7.6833e-03
14955.0000,3.3241e-03,6.6559e-03,5.5466e-03,5.5471e-03,1.5324e-03,1.5347e-03
14962.5000,4.9895e-03,3.3249e-03,8.3222e-03,4.1593e-03,-4.6085e-06,6.1458e-03
14970.0000,6.6549e-03,6.6557e-03,6.9344e-03,4.1593e-03,4.6067e-03,3.0720e-03
14977.5000,6.6549e-03,3.3249e-03,6.9346e-03,1.3875e-02,3.0695e-03,1.5347e-03
14985.0000,6.6549e-03,4.9903e-03,8.3222e-03,2.7715e-03,4.6067e-03,1.0757e-02
14992.5000,1.3317e-02,4.9903e-03,8.3221e-03,8.3229e-03,4.6067e-03,1.5369e-02
15000.0000,1.6648e-02,4.9905e-03,4.1586e-03,-4.1611e-06,4.6065e-03,3.0718e-03
15007.5000,6.6551e-03,3.3249e-03,5.5464e-03,5.5473e-03,3.0695e-03,-2.3042e-06
15015.0000,4.9895e-03,1.6596e-03,5.5464e-03,5.5473e-03,4.6065e-03,4.6088e-03
15022.5000,6.6549e-03,3.3249e-03,9.7102e-03,1.2487e-02,9.2178e-03,6.1458e-03
15030.0000,4.9895e-03,1.6596e-03,1.1098e-02,9.7107e-03,3.0695e-03,7.6829e-03
15037.5000,1.6587e-03,3.3249e-03,5.5466e-03,8.3231e-03,-4.6085e-06,6.1458e-03
15045.0000,4.9895e-03,1.4983e-02,1.1098e-02,5.5473e-03,1.5324e-03,1.3831e-02
15052.5000,1.6587e-03,8.3213e-03,5.5466e-03,1.3837e-03,4.6065e-03,9.2202e-03
15060.0000,6.6551e-03,6.6557e-03,5.5464e-03,8.3227e-03,3.0695e-03,3.0720e-03
15067.5000,8.3205e-03,4.9905e-03,2.7708e-03,2.7715e-03,4.6065e-03,3.0718e-03
15075.0000,1.6587e-03,3.3249e-03,1.3830e-03,1.1099e-02,6.1435e-03,3.0718e-03
15082.5000,6.6549e-03,4.9903e-03,6.9342e-03,2.7715e-03,7.6808e-03,1.5347e-03
15090.0000,3.3241e-03,3.3249e-03,9.7100e-03,5.5473e-03,1.5324e-03,3.0718e-03
15097.5000,9.9860e-03,3.3249e-03,2.7708e-03,4.1595e-03,4.6065e-03,9.2199e-03
15105.0000,1.6587e-03,4.9903e-03,-4.8546e-06,5.5471e-03,1.5324e-03,6.1461e-03
15112.5000,4.9895e-03,3.3249e-03,1.2486e-02,4.1593e-03,1.5324e-03,1.5347e-03
15120.0000,1.6649e-02,1.1653e-02,2.7708e-03,2.7715e-03,7.6806e-03,4.6088e-03
15127.5000,1.6648e-02,3.3249e-03,1.3830e-03,4.1593e-03,3.0695e-03,4.6088e-03
15135.0000,4.9897e-03,4.9903e-03,2.7708e-03,6.9349e-03,-4.6085e-06,6.1461e-03
15142.5000,8.3207e-03,4.9903e-03,5.5464e-03,2.7715e-03,4.6065e-03,6.1458e-03
15150.0000,9.9858e-03,4.9903e-03,4.1586e-03,2.7715e-03,6.1442e-03,6.1458e-03
15157.5000,6.6549e-03,1.6596e-03,8.3221e-03,6.9351e-03,1.0755e-02,6.1465e-03
15165.0000,3.3241e-03,3.3251e-03,9.7102e-03,5.5471e-03,6.1438e-03,4.6088e-03
15172.5000,4.9895e-03,8.3213e-03,6.9342e-03,8.3229e-03,6.1438e-03,3.0718e-03
15180.0000,6.6551e-03,6.6559e-03,8.3222e-03,1.3837e-03,4.6067e-03,6.1461e-03
15187.5000,4.9897e-03,4.9903e-03,4.1586e-03,4.1595e-03,4.6065e-03,4.6088e-03
15195.0000,6.6549e-03,8.3213e-03,8.3222e-03,2.7715e-03,4.6065e-03,1.5347e-03
15202.5000,3.3241e-03,4.9903e-03,1.3830e-03,2.7715e-03,9.2183e-03,7.6831e-03
15210.0000,4.9895e-03,8.3211e-03,8.3221e-03,8.3227e-03,3.0697e-03,1.0758e-02
15217.5000,4.9895e-03,4.9905e-03,5.5464e-03,6.9349e-03,3.0697e-03,1.5347e-03
15225.0000,6.6549e-03,1.6596e-03,6.9342e-03,4.1593e-03,1.5324e-03,1.0757e-02
15232.5000,3.3241e-03,3.3249e-03,6.9344e-03,8.3229e-03,4.6065e-03,3.0718e-03
15240.0000,4.9895e-03,1.6596e-03,2.7708e-03,1.3837e-03,4.6065e-03,3.0720e-03
15247.5000,6.6549e-03,3.3249e-03,5.5464e-03,4.1593e-03,-4.6085e-06,1.5347e-03
15255.0000,6.6551e-03,1.6596e-03,6.9344e-03,1.3837e-03,1.2292e-02,1.2295e-02
15262.5000,3.3243e-03,6.6557e-03,6.9342e-03,6.9349e-03,3.0695e-03,4.6090e-03
15270.0000,6.6551e-03,1.6596e-03,8.3224e-03,9.7109e-03,1.5324e-03,4.6088e-03
15277.5000,4.9895e-03,4.9903e-03,8.3224e-03,2.7715e-03,4.6065e-03,1.5347e-03
15285.0000,4.9895e-03,-5.8256e-06,6.9342e-03,4.1593e-03,4.6065e-03,4.6088e-03
15292.5000,3.3243e-03,9.9867e-03,4.1586e-03,6.9349e-03,3.0695e-03,4.6088e-03
15300.0000,3.3241e-03,6.6557e-03,9.7099e-03,6.9349e-03,1.5324e-03,1.2295e-02
15307.5000,9.9862e-03,3.3251e-03,4.1586e-03,1.3837e-03,-4.6085e-06,6.1461e-03
15315.0000,1.6587e-03,3.3249e-03,4.1586e-03,2.7715e-03,4.6065e-03,6.1461e-03
15322.5000,1.6587e-03,1.1653e-02,6.9344e-03,4.1595e-03,3.0695e-03,1.5347e-03
15330.0000,3.3241e-03,3.3251e-03,8.3221e-03,2.7715e-03,3.0695e-03,1.5347e-03
15337.5000,6.6551e-03,1.6596e-03,4.1586e-03,4.1595e-03,3.0697e-03,3.0718e-03
15345.0000,1.6587e-03,8.3213e-03,6.9344e-03,2.7715e-03,1.5324e-03,3.0718e-03
15352.5000,3.3241e-03,1.6596e-03,4.1588e-03,5.5473e-03,3.0695e-03,-2.3042e-06
15360.0000,1.6587e-03,4.9903e-03,1.3830e-03,2.7715e-03,1.5324e-03,4.6088e-03
15367.5000,9.9862e-03,1.6596e-03,8.3224e-03,1.3837e-03,3.0695e-03,4.6088e-03
15375.0000,3.3243e-03,4.9903e-03,5.5464e-03,4.1593e-03,3.0697e-03,6.1458e-03
15382.5000,1.6587e-03,6.6561e-03,5.5464e-03,6.9353e-03,3.0695e-03,1.0757e-02
15390.0000,6.6549e-03,3.3249e-03,8.3222e-03,5.5471e-03,6.1440e-03,3.0718e-03
15397.5000,3.3241e-03,8.3215e-03,4.1586e-03,2.7715e-03,3.0695e-03,4.6088e-03
15405.0000,4.9895e-03,4.9903e-03,6.9344e-03,2.7715e-03,4.6065e-03,6.1458e-03
15412.5000,1.6587e-03,1.6596e-03,1.3830e-03,5.5471e-03,3.0695e-03,6.1461e-03
15420.0000,9.9858e-03,4.9903e-03,8.3224e-03,8.3229e-03,7.6808e-03,6.1458e-03
15427.5000,3.3241e-03,3.3249e-03,5.5464e-03,-4.1611e-06,1.5324e-03,-2.3042e-06
15435.0000,6.6553e-03,9.9867e-03,1.3830e-03,4.1595e-03,1.5324e-03,9.2202e-03
15442.5000,3.3241e-03,6.6557e-03,2.7708e-03,2.7715e-03,-4.6085e-06,6.1458e-03
15450.0000,4.9895e-03,3.3249e-03,2.7708e-03,2.7716e-03,7.6808e-03,1.3832e-02
15457.5000,9.9856e-03,3.3249e-03,2.7708e-03,5.5473e-03,3.0695e-03,3.0718e-03
15465.0000,6.6549e-03,3.3249e-03,8.3222e-03,2.7715e-03,3.0695e-03,7.6829e-03
15472.5000,1.1651e-02,4.9903e-03,5.5464e-03,4.1593e-03,3.0695e-03,6.1458e-03
15480.0000,6.6551e-03,4.9903e-03,2.7708e-03,4.1593e-03,3.0695e-03,7.6829e-03
15487.5000,3.3241e-03,3.3251e-03,5.5466e-03,4.1593e-03,4.6065e-03,6.1458e-03
15495.0000,4.9895e-03,3.3249e-03,6.9344e-03,5.5471e-03,4.6065e-03,4.6090e-03
15502.5000,8.3205e-03,3.3249e-03,4.1586e-03,2.7715e-03,1.5324e-03,7.6833e-03
15510.0000,1.6587e-03,-5.8256e-06,5.5466e-03,9.7109e-03,3.0695e-03,4.6088e-03
15517.5000,8.3203e-03,4.9903e-03,1.3830e-03,5.5473e-03,6.1435e-03,4.6088e-03
15525.0000,1.6587e-03,3.3249e-03,4.1586e-03,5.5471e-03,1.5324e-03,3.0718e-03
15532.5000,3.3241e-03,6.6557e-03,5.5466e-03,4.1593e-03,3.0695e-03,4.6088e-03
15540.0000,9.9858e-03,4.9903e-03,1.2486e-02,-4.1611e-06,1.5324e-03,4.6088e-03
15547.5000,3.3241e-03,4.9905e-03,2.7708e-03,5.5473e-03,-4.6085e-06,1.5347e-03
15555.0000,8.3205e-03,1.6596e-03,6.9344e-03,9.7109e-03,4.6065e-03,7.6829e-03
15562.5000,3.3243e-03,3.3251e-03,2.7708e-03,4.1593e-03,-4.6085e-06,4.6088e-03
15570.0000,1.1651e-02,3.3251e-03,5.5464e-03,5.5471e-03,3.0695e-03,6.1458e-03
15577.5000,3.3241e-03,4.9903e-03,5.5464e-03,6.9351e-03,4.6065e-03,4.6088e-03
15585.0000,4.9895e-03,3.3249e-03,5.5466e-03,1.3837e-03,4.6065e-03,4.6088e-03
15592.5000,3.3241e-03,4.9903e-03,2.7710e-03,5.5473e-03,1.5324e-03,7.6833e-03
15600.0000,3.3241e-03,1.6596e-03,2.7710e-03,-4.1611e-06,6.1435e-03,4.6088e-03
15607.5000,3.3241e-03,4.9903e-03,5.5464e-03,1.3837e-03,1.5324e-03,7.6829e-03
15615.0000,8.3205e-03,1.6596e-03,1.1098e-02,8.3233e-03,-4.6085e-06,3.0718e-03
15622.5000,-6.6578e-06,3.3249e-03,5.5464e-03,1.3837e-03,6.1435e-03,4.6090e-03
15630.0000,4.9895e-03,1.6596e-03,6.9344e-03,1.3837e-03,-4.6085e-06,9.2202e-03
15637.5000,3.3241e-03,1.6596e-03,4.1588e-03,5.5473e-03,1.5324e-03,7.6831e-03
15645.0000,8.3203e-03,1.6596e-03,1.3830e-03,4.1593e-03,4.6065e-03,1.5347e-03
15652.5000,4.9895e-03,8.3211e-03,6.9344e-03,5.5471e-03,6.1435e-03,4.6090e-03
15660.0000,4.9895e-03,3.3249e-03,5.5466e-03,4.1593e-03,1.5324e-03,6.1461e-03
15667.5000,1.1651e-02,1.6596e-03,4.1588e-03,5.5473e-03,3.0695e-03,-2.3042e-06
15675.0000,1.6587e-03,9.9871e-03,4.1586e-03,4.1593e-03,3.0697e-03,7.6831e-03
15682.5000,4.9897e-03,6.6557e-03,2.7708e-03,4.1593e-03,1.0755e-02,4.6088e-03
15690.0000,1.6587e-03,3.3249e-03,8.3222e-03,6.9351e-03,7.6808e-03,3.0718e-03
15697.5000,8.3203e-03,4.9903e-03,8.3224e-03,1.3837e-03,4.6065e-03,4.6088e-03
15705.0000,3.3241e-03,3.3249e-03,1.3830e-03,6.9351e-03,1.5324e-03,-2.3042e-06
15712.5000,1.6587e-03,8.3213e-03,5.5464e-03,4.1593e-03,3.0695e-03,4.6090e-03
15720.0000,3.3241e-03,1.6596e-03,2.7708e-03,5.5471e-03,4.6065e-03,1.5347e-03
15727.5000,3.3241e-03,4.9903e-03,5.5464e-03,2.7716e-03,4.6065e-03,1.5347e-03
15735.0000,6.6549e-03,3.3249e-03,6.9344e-03,1.3837e-03,3.0695e-03,7.6829e-03
15742.5000,4.9895e-03,6.6557e-03,2.7708e-03,1.3837e-03,-4.6085e-06,3.0718e-03
15750.0000,-6.6578e-06,1.6596e-03,4.1588e-03,5.5473e-03,3.0695e-03,3.0718e-03
15757.5000,1.6587e-03,-5.8256e-06,6.9344e-03,2.7716e-03,-4.6085e-06,1.5347e-03
15765.0000,8.3205e-03,3.3249e-03,6.9346e-03,5.5471e-03,6.1435e-03,4.6088e-03
15772.5000,3.3241e-03,3.3249e-03,2.7708e-03,2.7715e-03,6.1438e-03,6.1461e-03
15780.0000,1.6587e-03,1.6596e-03,2.7708e-03,2.7715e-03,6.1435e-03,7.6829e-03
15787.5000,1.6587e-03,3.3249e-03,1.3830e-03,4.1593e-03,-4.6085e-06,6.1458e-03
15795.0000,6.6551e-03,9.9869e-03,5.5464e-03,2.7716e-03,4.6065e-03,4.6088e-03
15802.5000,4.9895e-03,4.9909e-03,5.5466e-03,1.3837e-03,1.5324e-03,4.6088e-03
15810.0000,4.9895e-03,4.9903e-03,8.3221e-03,6.9354e-03,6.1438e-03,9.2202e-03
15817.5000,4.9895e-03,3.3249e-03,4.1586e-03,5.5471e-03,4.6065e-03,4.6088e-03
15825.0000,4.9895e-03,1.6596e-03,5.5464e-03,2.7715e-03,3.0695e-03,1.5347e-03
15832.5000,8.3209e-03,1.6596e-03,1.2486e-02,5.5473e-03,1.5324e-03,7.6831e-03
15840.0000,1.6587e-03,3.3249e-03,1.3830e-03,1.3837e-03,1.5324e-03,3.0718e-03
15847.5000,1.6587e-03,4.9903e-03,8.3224e-03,2.7715e-03,1.5324e-03,1.5347e-03
15855.0000,-6.6578e-06,1.6596e-03,2.7708e-03,1.3837e-03,3.0695e-03,6.1458e-03
15862.5000,9.9860e-03,1.6596e-03,4.1588e-03,6.9351e-03,7.6808e-03,4.6088e-03
15870.0000,4.9895e-03,-5.8256e-06,5.5464e-03,1.3837e-03,-4.6085e-06,3.0718e-03
15877.5000,6.6549e-03,1.6596e-03,4.1586e-03,2.7715e-03,1.5324e-03,1.5347e-03
15885.0000,8.3203e-03,-5.8256e-06,4.1586e-03,4.1593e-03,1.5324e-03,3.0718e-03
15892.5000,1.6587e-03,3.3249e-03,9.7100e-03,5.5471e-03,6.1438e-03,4.6088e-03
15900.0000,3.3241e-03,-5.8256e-06,4.1586e-03,1.3837e-03,7.6806e-03,3.0718e-03
15907.5000,3.3241e-03,1.6596e-03,1.3830e-03,4.1595e-03,1.0755e-02,-2.3042e-06
15915.0000,1.6587e-03,6.6559e-03,1.3830e-03,6.9351e-03,4.6065e-03,3.0718e-03
15922.5000,8.3207e-03,8.3211e-03,6.9342e-03,1.3837e-03,1.5324e-03,1.5347e-03
15930.0000,4.9895e-03,1.6596e-03,8.3221e-03,5.5473e-03,3.0695e-03,4.6090e-03
15937.5000,3.3241e-03,6.6559e-03,4.1588e-03,1.3837e-03,3.0697e-03,6.1458e-03
15945.0000,9.9862e-03,3.3251e-03,2.7708e-03,2.7715e-03,1.5324e-03,6.1458e-03
15952.5000,4.9897e-03,-5.8256e-06,9.7102e-03,2.7715e-03,1.5324e-03,4.6088e-03
15960.0000,4.9895e-03,4.9903e-03,6.9342e-03,-4.1611e-06,3.0695e-03,6.1458e-03
15967.5000,3.3241e-03,1.6596e-03,4.1586e-03,1.3837e-03,1.5324e-03,9.2202e-03
15975.0000,3.3241e-03,1.6596e-03,2.7710e-03,1.3837e-03,3.0697e-03,3.0718e-03
15982.5000,6.6549e-03,4.9903e-03,6.9344e-03,4.1595e-03,4.6067e-03,4.6088e-03
15990.0000,6.6549e-03,1.6596e-03,2.7708e-03,2.7715e-03,4.6065e-03,3.0718e-03
15997.5000,4.9897e-03,3.3251e-03,5.5464e-03,8.3231e-03,-4.6085e-06,3.0718e-03
16005.0000,3.3241e-03,3.3251e-03,5.5464e-03,2.7715e-03,1.5324e-03,6.1458e-03
16012.5000,3.3241e-03,-5.8256e-06,2.7708e-03,1.3837e-03,4.6067e-03,7.6829e-03
16020.0000,1.6587e-03,-5.8256e-06,5.5464e-03,4.1593e-03,4.6065e-03,1.5347e-03
16027.5000,4.9897e-03,3.3251e-03,5.5464e-03,1.3837e-03,3.0697e-03,3.0718e-03
16035.0000,9.9862e-03,1.6596e-03,-4.8546e-06,2.7715e-03,3.0695e-03,3.0718e-03
16042.5000,8.3209e-03,3.3249e-03,1.3830e-03,4.1595e-03,1.5324e-03,1.5347e-03
16050.0000,8.3203e-03,-5.8256e-06,4.1586e-03,5.5473e-03,3.0695e-03,7.6833e-03
16057.5000,3.3241e-03,-5.8256e-06,1.3830e-03,4.1593e-03,1.5324e-03,6.1461e-03
16065.0000,3.3241e-03,1.6596e-03,4.1588e-03,4.1593e-03,1.5324e-03,4.6088e-03
16072.5000,6.6549e-03,3.3249e-03,4.1586e-03,4.1595e-03,3.0697e-03,4.6090e-03
16080.0000,6.6551e-03,1.6596e-03,1.3830e-03,1.3837e-03,1.5324e-03,4.6088e-03
16087.5000,4.9897e-03,3.3249e-03,5.5464e-03,1.1099e-02,4.6065e-03,4.6090e-03
16095.0000,6.6549e-03,3.3249e-03,4.1588e-03,2.7715e-03,6.1435e-03,6.1458e-03
16102.5000,4.9895e-03,-5.8256e-06,4.1588e-03,1.3837e-03,3.0697e-03,4.6088e-03
16110.0000,6.6551e-03,3.3249e-03,-4.8546e-06,1.3837e-03,-4.6085e-06,4.6088e-03
16117.5000,3.3241e-03,6.6563e-03,4.1586e-03,6.9349e-03,-4.6085e-06,4.6088e-03
16125.0000,6.6551e-03,3.3249e-03,2.7708e-03,1.3837e-03,1.5324e-03,-2.3042e-06
16132.5000,6.6551e-03,4.9903e-03,9.7100e-03,5.5471e-03,1.5324e-03,7.6829e-03
16140.0000,4.9897e-03,1.6596e-03,2.7708e-03,1.3837e-03,-4.6085e-06,4.6090e-03
16147.5000,1.6587e-03,-5.8256e-06,2.7708e-03,4.1593e-03,1.5324e-03,3.0718e-03
16155.0000,3.3243e-03,1.6596e-03,4.1588e-03,4.1593e-03,3.0695e-03,4.6088e-03
16162.5000,3.3241e-03,6.6557e-03,2.7708e-03,5.5471e-03,1.5324e-03,3.0718e-03
16170.0000,3.3241e-03,1.6596e-03,1.2486e-02,2.7715e-03,4.6065e-03,9.2206e-03
16177.5000,3.3241e-03,4.9903e-03,1.3830e-03,-4.1611e-06,3.0695e-03,1.5347e-03
16185.0000,6.6549e-03,-5.8256e-06,5.5466e-03,1.3837e-03,3.0695e-03,4.6088e-03
16192.5000,1.6587e-03,1.3317e-02,2.7708e-03,2.7715e-03,3.0695e-03,4.6088e-03
16200.0000,3.3243e-03,1.6596e-03,2.7708e-03,4.1593e-03,1.5324e-03,3.0718e-03
16207.5000,3.3241e-03,3.3249e-03,1.3830e-03,1.3837e-03,1.5324e-03,4.6088e-03
16215.0000,3.3241e-03,3.3249e-03,4.1586e-03,2.7715e-03,1.5324e-03,3.0718e-03
16222.5000,1.6587e-03,4.9903e-03,1.3830e-03,4.1595e-03,3.0695e-03,1.5347e-03
16230.0000,4.9895e-03,1.6596e-03,4.1586e-03,2.7715e-03,4.6067e-03,4.6088e-03
16237.5000,1.6587e-03,1.6596e-03,6.9342e-03,2.7715e-03,3.0695e-03,3.0720e-03
16245.0000,1.6587e-03,4.9903e-03,1.1098e-02,2.7715e-03,7.6808e-03,1.5347e-03
16252.5000,3.3241e-03,-5.8256e-06,8.3224e-03,1.3837e-03,3.0695e-03,6.1458e-03
16260.0000,3.3241e-03,1.6596e-03,2.7708e-03,2.7715e-03,-4.6085e-06,6.1461e-03
16267.5000,6.6549e-03,3.3251e-03,2.7708e-03,1.3837e-03,6.1438e-03,-2.3042e-06
16275.0000,8.3203e-03,1.6596e-03,6.9342e-03,2.7715e-03,3.0695e-03,3.0718e-03
16282.5000,1.6587e-03,6.6557e-03,4.1586e-03,6.9351e-03,4.6065e-03,1.5347e-03
16290.0000,4.9897e-03,3.3249e-03,6.9342e-03,6.9351e-03,4.6065e-03,3.0718e-03
16297.5000,-6.6578e-06,3.3249e-03,5.5464e-03,4.1593e-03,1.5324e-03,4.6090e-03
16305.0000,4.9895e-03,3.3249e-03,4.1586e-03,2.7715e-03,-4.6085e-06,3.0718e-03
16312.5000,1.6587e-03,4.9903e-03,5.5464e-03,2.7716e-03,4.6065e-03,1.5347e-03
16320.0000,6.6549e-03,-5.8256e-06,8.3226e-03,8.3229e-03,3.0697e-03,1.5347e-03
16327.5000,8.3205e-03,4.9903e-03,5.5464e-03,6.9349e-03,-4.6085e-06,4.6090e-03
16335.0000,6.6549e-03,3.3249e-03,1.3830e-03,4.1593e-03,4.6065e-03,7.6829e-03
16342.5000,1.6587e-03,1.6596e-03,2.7708e-03,5.5471e-03,3.0695e-03,1.5347e-03
16350.0000,-6.6578e-06,-5.8256e-06,5.5464e-03,4.1593e-03,3.0695e-03,3.0718e-03
16357.5000,3.3241e-03,4.9903e-03,4.1586e-03,5.5471e-03,7.6806e-03,1.5347e-03
16365.0000,1.6587e-03,3.3249e-03,4.1586e-03,5.5471e-03,1.5324e-03,4.6088e-03
16372.5000,6.6549e-03,6.6559e-03,1.3830e-03,5.5471e-03,1.5324e-03,-2.3042e-06
16380.0000,1.6587e-03,-5.8256e-06,2.7708e-03,4.1593e-03,1.5324e-03,7.6829e-03
16387.5000,9.9858e-03,6.6557e-03,8.3221e-03,4.1593e-03,4.6065e-03,4.6090e-03
16395.0000,3.3243e-03,6.6559e-03,5.5466e-03,4.1593e-03,-4.6085e-06,1.5347e-03
16402.5000,3.3241e-03,-5.8256e-06,4.1586e-03,-4.1611e-06,-4.6085e-06,3.0718e-03
16410.0000,3.3241e-03,-5.8256e-06,5.5468e-03,4.1593e-03,1.5324e-03,6.1458e-03
16417.5000,1.6587e-03,1.6596e-03,4.1586e-03,2.7715e-03,3.0695e-03,3.0718e-03
16425.0000,4.9895e-03,3.3249e-03,2.7708e-03,4.1595e-03,1.5324e-03,4.6088e-03
16432.5000,6.6551e-03,-5.8256e-06,4.1586e-03,1.3837e-03,1.5324e-03,6.1458e-03
16440.0000,1.6587e-03,1.6596e-03,2.7708e-03,2.7715e-03,3.0695e-03,3.0718e-03
16447.5000,3.3241e-03,1.6596e-03,5.5466e-03,2.7715e-03,3.0695e-03,7.6831e-03
