station ID = gr (Granada)
system = VELETA
signal = 355, perpendicular, photoncounting, dark-subtracted
date, time= 21.02.2022, 19UTC
range,E,N,S,W,channel
4815.0000,1.6758e+07,1.9588e+07,1.1720e+07,1.7920e+07,355xsp
4822.5000,1.6031e+07,1.9000e+07,1.2922e+07,1.6936e+07,355xsp
4830.0000,1.6730e+07,1.8799e+07,1.0622e+07,1.6077e+07,355xsp
4837.5000,1.7567e+07,1.9118e+07,1.4568e+07,1.6781e+07,355xsp
4845.0000,1.8146e+07,1.6425e+07,1.4090e+07,1.9980e+07,355xsp
4852.5000,1.5310e+07,1.5164e+07,1.4527e+07,1.6887e+07,355xsp
4860.0000,1.5885e+07,1.7582e+07,1.5099e+07,1.6805e+07,355xsp
4867.5000,1.8579e+07,1.9357e+07,1.3165e+07,1.5931e+07,355xsp
4875.0000,1.5455e+07,2.0876e+07,1.5327e+07,1.8369e+07,355xsp
4882.5000,1.8561e+07,1.8677e+07,1.2583e+07,1.6961e+07,355xsp
4890.0000,1.8751e+07,1.8734e+07,1.0621e+07,1.8081e+07,355xsp
4897.5000,2.0147e+07,1.8929e+07,1.1990e+07,1.6798e+07,355xsp
4905.0000,1.8060e+07,1.6969e+07,1.1759e+07,1.5641e+07,355xsp
4912.5000,1.6634e+07,1.7292e+07,1.5024e+07,1.4614e+07,355xsp
4920.0000,1.7090e+07,1.9101e+07,1.1831e+07,1.8034e+07,355xsp
4927.5000,2.0802e+07,1.9976e+07,1.1597e+07,1.9312e+07,355xsp
4935.0000,1.9647e+07,2.0171e+07,1.3397e+07,1.8143e+07,355xsp
4942.5000,1.8203e+07,1.8593e+07,1.0987e+07,1.8746e+07,355xsp
4950.0000,1.8119e+07,2.1115e+07,1.2658e+07,1.7845e+07,355xsp
4957.5000,2.0919e+07,1.8158e+07,1.3109e+07,1.6663e+07,355xsp
4965.0000,1.6853e+07,1.9864e+07,1.0540e+07,1.5064e+07,355xsp
4972.5000,1.7042e+07,1.6750e+07,1.2223e+07,1.5524e+07,355xsp
4980.0000,1.7511e+07,2.2616e+07,1.0464e+07,1.7230e+07,355xsp
4987.5000,1.9644e+07,2.0044e+07,1.1881e+07,1.3259e+07,355xsp
4995.0000,1.7755e+07,2.0105e+07,1.1083e+07,1.5524e+07,355xsp
5002.5000,1.7528e+07,2.0725e+07,1.1953e+07,2.0460e+07,355xsp
5010.0000,1.8982e+07,2.0226e+07,1.2688e+07,1.7999e+07,355xsp
5017.5000,1.8617e+07,2.1693e+07,1.0763e+07,1.3701e+07,355xsp
5025.0000,1.9518e+07,1.9078e+07,1.2342e+07,1.5151e+07,355xsp
5032.5000,1.6468e+07,1.9845e+07,1.3790e+07,1.4487e+07,355xsp
5040.0000,1.5244e+07,1.8909e+07,1.3831e+07,1.7506e+07,355xsp
5047.5000,1.6565e+07,2.1246e+07,1.1317e+07,1.6422e+07,355xsp
5055.0000,1.7328e+07,1.9878e+07,1.2917e+07,1.4903e+07,355xsp
5062.5000,1.5950e+07,1.9793e+07,1.0814e+07,1.3090e+07,355xsp
5070.0000,1.8865e+07,2.2867e+07,1.2277e+07,1.5851e+07,355xsp
5077.5000,1.6619e+07,1.9911e+07,1.0734e+07,1.3598e+07,355xsp
5085.0000,1.6669e+07,1.7664e+07,1.1774e+07,1.4791e+07,355xsp
5092.5000,1.5272e+07,1.5400e+07,1.2675e+07,1.5269e+07,355xsp
5100.0000,1.7348e+07,1.6606e+07,1.2423e+07,1.4589e+07,355xsp
5107.5000,1.8126e+07,1.7817e+07,1.1588e+07,1.5795e+07,355xsp
5115.0000,1.9787e+07,1.5681e+07,1.1185e+07,1.7885e+07,355xsp
5122.5000,1.2820e+07,1.9241e+07,1.2094e+07,1.5012e+07,355xsp
5130.0000,1.8581e+07,1.7681e+07,1.2569e+07,1.6962e+07,355xsp
5137.5000,1.9371e+07,1.8616e+07,1.1871e+07,1.5099e+07,355xsp
5145.0000,2.0315e+07,1.9410e+07,1.2054e+07,1.9278e+07,355xsp
5152.5000,1.8151e+07,2.1096e+07,1.4751e+07,1.4447e+07,355xsp
5160.0000,1.5382e+07,2.1752e+07,1.2569e+07,1.7310e+07,355xsp
5167.5000,1.9003e+07,1.9878e+07,1.5581e+07,1.6317e+07,355xsp
5175.0000,1.6965e+07,2.0981e+07,1.1448e+07,1.5021e+07,355xsp
5182.5000,1.5965e+07,1.8044e+07,1.2379e+07,1.4018e+07,355xsp
5190.0000,1.6913e+07,1.8098e+07,1.2715e+07,1.5859e+07,355xsp
5197.5000,2.0429e+07,1.8606e+07,1.0947e+07,1.5754e+07,355xsp
5205.0000,1.5954e+07,1.9109e+07,1.3242e+07,1.5197e+07,355xsp
5212.5000,1.5092e+07,2.1742e+07,1.3128e+07,1.5390e+07,355xsp
5220.0000,1.5438e+07,1.6790e+07,1.0131e+07,1.3309e+07,355xsp
5227.5000,1.3503e+07,2.0342e+07,1.3813e+07,1.4870e+07,355xsp
5235.0000,1.4915e+07,1.9943e+07,1.3701e+07,1.5829e+07,355xsp
5242.5000,1.2202e+07,1.8925e+07,1.3126e+07,1.5263e+07,355xsp
5250.0000,1.5155e+07,1.8979e+07,1.2550e+07,1.6537e+07,355xsp
5257.5000,1.4274e+07,2.0577e+07,1.1047e+07,1.1654e+07,355xsp
5265.0000,1.5705e+07,1.8624e+07,1.0924e+07,1.4467e+07,355xsp
5272.5000,1.6062e+07,1.8056e+07,1.3897e+07,1.4974e+07,355xsp
5280.0000,1.6106e+07,1.6087e+07,1.3936e+07,1.3617e+07,355xsp
5287.5000,1.9115e+07,1.8627e+07,1.0706e+07,1.6306e+07,355xsp
5295.0000,1.6198e+07,1.9775e+07,1.4328e+07,1.4789e+07,355xsp
5302.5000,1.7341e+07,2.0464e+07,1.3900e+07,1.6397e+07,355xsp
5310.0000,1.7861e+07,1.8629e+07,1.3940e+07,1.4558e+07,355xsp
5317.5000,1.5863e+07,1.7894e+07,1.2245e+07,1.7752e+07,355xsp
5325.0000,1.2432e+07,1.8419e+07,1.0385e+07,1.9384e+07,355xsp
5332.5000,1.6270e+07,1.6091e+07,1.0889e+07,1.9439e+07,355xsp
5340.0000,1.7905e+07,1.8049e+07,1.1555e+07,1.5202e+07,355xsp
5347.5000,1.7477e+07,1.6661e+07,1.0791e+07,1.7793e+07,355xsp
5355.0000,1.6568e+07,1.6866e+07,1.1301e+07,1.9763e+07,355xsp
5362.5000,1.2928e+07,1.7075e+07,1.2133e+07,1.5969e+07,355xsp
5370.0000,1.7464e+07,1.9056e+07,1.1525e+07,1.4567e+07,355xsp
5377.5000,1.7834e+07,1.8621e+07,1.1718e+07,1.4125e+07,355xsp
5385.0000,1.7077e+07,1.6574e+07,1.2559e+07,1.7073e+07,355xsp
5392.5000,1.3720e+07,1.9699e+07,1.0488e+07,1.3555e+07,355xsp
5400.0000,1.5871e+07,1.8615e+07,1.1004e+07,1.6356e+07,355xsp
5407.5000,1.7382e+07,1.7199e+07,8.4312e+06,1.6238e+07,355xsp
5415.0000,1.4162e+07,1.9373e+07,1.0741e+07,1.5629e+07,355xsp
5422.5000,1.4201e+07,1.7132e+07,1.0770e+07,1.6328e+07,355xsp
5430.0000,1.8349e+07,1.4714e+07,1.0799e+07,1.5061e+07,355xsp
5437.5000,1.9060e+07,1.5743e+07,9.6766e+06,1.6254e+07,355xsp
5445.0000,1.6302e+07,1.8100e+07,1.1023e+07,1.5804e+07,355xsp
5452.5000,1.3696e+07,1.9310e+07,1.0723e+07,1.6841e+07,355xsp
5460.0000,1.5063e+07,1.9198e+07,1.2246e+07,1.6389e+07,355xsp
5467.5000,1.5104e+07,1.7752e+07,1.2446e+07,1.6768e+07,355xsp
5475.0000,1.6984e+07,1.9136e+07,1.0978e+07,1.6646e+07,355xsp
5482.5000,1.8538e+07,1.5669e+07,1.1009e+07,1.3677e+07,355xsp
5490.0000,1.5396e+07,1.9578e+07,1.2213e+07,1.3882e+07,355xsp
5497.5000,1.6787e+07,1.5923e+07,9.0506e+06,1.4931e+07,355xsp
5505.0000,1.4805e+07,1.5629e+07,9.5809e+06,1.3790e+07,355xsp
5512.5000,1.5185e+07,1.4655e+07,8.9311e+06,1.3827e+07,355xsp
5520.0000,1.5056e+07,1.6733e+07,1.2517e+07,1.3695e+07,355xsp
5527.5000,1.4926e+07,1.7631e+07,9.4896e+06,1.5265e+07,355xsp
5535.0000,1.5308e+07,1.6824e+07,1.1563e+07,1.5134e+07,355xsp
5542.5000,1.6035e+07,1.6529e+07,9.7118e+06,1.8086e+07,355xsp
5550.0000,1.6422e+07,1.9491e+07,1.1110e+07,1.6246e+07,355xsp
5557.5000,1.2681e+07,1.7479e+07,1.4580e+07,1.3365e+07,355xsp
5565.0000,1.3405e+07,2.1844e+07,1.1343e+07,1.4436e+07,355xsp
5572.5000,1.2577e+07,1.9304e+07,9.6445e+06,1.4994e+07,355xsp
5580.0000,1.6599e+07,1.4151e+07,9.6706e+06,1.3820e+07,355xsp
5587.5000,1.7692e+07,1.4710e+07,1.2304e+07,1.6641e+07,355xsp
5595.0000,1.6690e+07,1.8414e+07,1.3556e+07,1.3722e+07,355xsp
5602.5000,1.7609e+07,1.5314e+07,1.5169e+07,1.3409e+07,355xsp
5610.0000,1.5901e+07,1.6056e+07,1.1702e+07,1.3970e+07,355xsp
5617.5000,1.3483e+07,2.0848e+07,1.3140e+07,1.3656e+07,355xsp
5625.0000,1.5810e+07,1.7910e+07,1.0884e+07,1.3164e+07,355xsp
5632.5000,1.5853e+07,1.7776e+07,1.0383e+07,1.0726e+07,355xsp
5640.0000,1.7313e+07,1.8178e+07,1.2535e+07,1.4119e+07,355xsp
5647.5000,1.3805e+07,1.6806e+07,1.2036e+07,1.6112e+07,355xsp
5655.0000,1.5090e+07,1.8275e+07,1.3314e+07,1.1524e+07,355xsp
5662.5000,1.3522e+07,1.8144e+07,1.2814e+07,1.1019e+07,355xsp
5670.0000,1.3558e+07,1.8552e+07,1.0343e+07,1.2659e+07,355xsp
5677.5000,1.3772e+07,1.6266e+07,9.6530e+06,1.4129e+07,355xsp
5685.0000,1.6149e+07,1.4507e+07,9.8581e+06,1.5428e+07,355xsp
5692.5000,1.6011e+07,1.7255e+07,1.2229e+07,1.4022e+07,355xsp
5700.0000,1.6054e+07,1.9657e+07,1.4070e+07,1.6956e+07,355xsp
5707.5000,1.4101e+07,1.3716e+07,1.0662e+07,1.3915e+07,355xsp
5715.0000,1.5957e+07,1.8666e+07,1.5418e+07,1.1224e+07,355xsp
5722.5000,1.5634e+07,2.2001e+07,1.3269e+07,1.3442e+07,355xsp
5730.0000,1.5858e+07,1.8030e+07,1.0928e+07,1.2745e+07,355xsp
5737.5000,1.6083e+07,1.8629e+07,1.1323e+07,1.3328e+07,355xsp
5745.0000,1.5574e+07,1.8677e+07,9.8840e+06,1.5570e+07,355xsp
5752.5000,1.2667e+07,2.0571e+07,7.8848e+06,1.2662e+07,355xsp
5760.0000,1.3991e+07,1.8405e+07,1.1782e+07,1.3249e+07,355xsp
5767.5000,1.2546e+07,1.8082e+07,9.9618e+06,1.3283e+07,355xsp
5775.0000,1.4992e+07,1.6084e+07,9.4308e+06,1.2946e+07,355xsp
5782.5000,1.5407e+07,1.8363e+07,1.0572e+07,1.0933e+07,355xsp
5790.0000,1.6938e+07,1.6730e+07,1.3398e+07,1.0401e+07,355xsp
5797.5000,1.3238e+07,1.3964e+07,1.0626e+07,1.4357e+07,355xsp
5805.0000,1.5337e+07,1.5877e+07,1.0279e+07,1.3644e+07,355xsp
5812.5000,1.2554e+07,1.6482e+07,1.1997e+07,1.4247e+07,355xsp
5820.0000,1.4850e+07,1.8603e+07,1.2406e+07,1.4469e+07,355xsp
5827.5000,1.5456e+07,1.7892e+07,1.0925e+07,1.6400e+07,355xsp
5835.0000,1.2084e+07,1.4145e+07,8.6809e+06,1.3597e+07,355xsp
5842.5000,1.5535e+07,1.6848e+07,9.8422e+06,1.5533e+07,355xsp
5850.0000,1.4433e+07,1.8222e+07,1.0629e+07,1.5572e+07,355xsp
5857.5000,1.3895e+07,1.4445e+07,1.1803e+07,1.7333e+07,355xsp
5865.0000,1.4123e+07,1.7165e+07,9.5353e+06,1.4886e+07,355xsp
5872.5000,1.3584e+07,1.5672e+07,1.0903e+07,1.3387e+07,355xsp
5880.0000,1.1500e+07,1.4367e+07,9.7765e+06,1.1305e+07,355xsp
5887.5000,1.0951e+07,1.5755e+07,1.0959e+07,1.2491e+07,355xsp
5895.0000,1.3880e+07,1.2697e+07,1.0793e+07,1.7748e+07,355xsp
5902.5000,1.7215e+07,1.4280e+07,1.0046e+07,1.4883e+07,355xsp
5910.0000,1.6481e+07,1.6262e+07,1.1626e+07,1.5503e+07,355xsp
5917.5000,1.5351e+07,1.3184e+07,8.7332e+06,1.3788e+07,355xsp
5925.0000,1.6565e+07,1.8889e+07,1.0903e+07,1.7147e+07,355xsp
5932.5000,1.3666e+07,1.5797e+07,1.3284e+07,1.1311e+07,355xsp
5940.0000,1.3701e+07,1.6034e+07,1.4694e+07,1.5664e+07,355xsp
5947.5000,1.6690e+07,1.6273e+07,1.2563e+07,1.4916e+07,355xsp
5955.0000,1.5152e+07,1.5720e+07,1.5556e+07,1.4557e+07,355xsp
5962.5000,1.2023e+07,1.8335e+07,1.1636e+07,1.5583e+07,355xsp
5970.0000,1.5030e+07,1.3220e+07,1.1466e+07,1.4827e+07,355xsp
5977.5000,1.3675e+07,1.7232e+07,1.3882e+07,1.3074e+07,355xsp
5985.0000,1.4308e+07,1.1093e+07,9.5321e+06,1.2312e+07,355xsp
5992.5000,1.6145e+07,1.4120e+07,1.0354e+07,1.1742e+07,355xsp
6000.0000,1.6785e+07,1.8168e+07,9.3787e+06,1.5178e+07,355xsp
6007.5000,1.3009e+07,1.8211e+07,9.6028e+06,1.3206e+07,355xsp
6015.0000,1.7474e+07,1.9264e+07,8.8221e+06,1.0824e+07,355xsp
6022.5000,1.5297e+07,1.7089e+07,9.6509e+06,1.5090e+07,355xsp
6030.0000,1.4321e+07,1.7131e+07,8.4621e+06,1.3306e+07,355xsp
6037.5000,1.4763e+07,1.9002e+07,9.6992e+06,1.2730e+07,355xsp
6045.0000,9.5120e+06,1.6201e+07,1.0130e+07,1.1542e+07,355xsp
6052.5000,1.3816e+07,1.4200e+07,9.9513e+06,1.2997e+07,355xsp
6060.0000,1.3238e+07,1.5052e+07,7.9336e+06,1.4460e+07,355xsp
6067.5000,1.5321e+07,1.8165e+07,1.0205e+07,1.2859e+07,355xsp
6075.0000,1.1250e+07,1.3689e+07,1.1463e+07,1.4532e+07,355xsp
6082.5000,1.3337e+07,1.7225e+07,1.0461e+07,1.2510e+07,355xsp
6090.0000,1.6467e+07,1.3963e+07,1.0488e+07,1.5637e+07,355xsp
6097.5000,1.4438e+07,1.7932e+07,9.6874e+06,1.2984e+07,355xsp
6105.0000,1.6549e+07,1.2787e+07,9.9175e+06,1.1979e+07,355xsp
6112.5000,9.7260e+06,1.5522e+07,1.0773e+07,1.2426e+07,355xsp
6120.0000,9.3330e+06,1.7856e+07,7.8830e+06,1.3497e+07,355xsp
6127.5000,1.4161e+07,1.5181e+07,1.0199e+07,1.4575e+07,355xsp
6135.0000,1.2939e+07,1.6058e+07,8.9682e+06,1.2936e+07,355xsp
6142.5000,1.4862e+07,1.7986e+07,8.5711e+06,1.2756e+07,355xsp
6150.0000,1.4266e+07,1.6557e+07,8.3814e+06,1.2998e+07,355xsp
6157.5000,1.4300e+07,1.4907e+07,1.2831e+07,1.2186e+07,355xsp
6165.0000,9.8939e+06,1.4943e+07,1.2441e+07,1.4332e+07,355xsp
6172.5000,1.1826e+07,1.3708e+07,1.1409e+07,1.2457e+07,355xsp
6180.0000,1.1216e+07,1.6719e+07,1.0375e+07,1.1850e+07,355xsp
6187.5000,1.2095e+07,1.5266e+07,1.4234e+07,9.3231e+06,355xsp
6195.0000,1.0631e+07,1.7656e+07,8.7183e+06,1.2762e+07,355xsp
6202.5000,1.3011e+07,1.6626e+07,1.1524e+07,1.2364e+07,355xsp
6210.0000,1.3043e+07,1.7097e+07,1.3910e+07,1.0249e+07,355xsp
6217.5000,1.2214e+07,1.7568e+07,1.2007e+07,1.3286e+07,355xsp
6225.0000,1.3538e+07,1.6532e+07,1.0095e+07,1.2239e+07,355xsp
6232.5000,1.1408e+07,1.5273e+07,1.0985e+07,1.2268e+07,355xsp
6240.0000,1.2520e+07,1.4660e+07,1.1661e+07,1.1214e+07,355xsp
6247.5000,1.4721e+07,1.4911e+07,1.2557e+07,1.0590e+07,355xsp
6255.0000,1.3016e+07,1.5383e+07,7.5821e+06,1.3010e+07,355xsp
6262.5000,1.2609e+07,1.7604e+07,1.0218e+07,1.4351e+07,355xsp
6270.0000,1.5484e+07,1.3926e+07,1.0898e+07,1.7012e+07,355xsp
6277.5000,1.3327e+07,1.5714e+07,6.7609e+06,1.5297e+07,355xsp
6285.0000,1.2480e+07,1.7952e+07,9.4120e+06,1.2257e+07,355xsp
6292.5000,1.2510e+07,1.6891e+07,1.1196e+07,1.6034e+07,355xsp
6300.0000,1.2319e+07,1.3617e+07,9.0160e+06,1.2756e+07,355xsp
6307.5000,1.5227e+07,1.6750e+07,9.7012e+06,1.0352e+07,355xsp
6315.0000,1.2156e+07,1.5236e+07,1.0167e+07,1.3483e+07,355xsp
6322.5000,1.1740e+07,1.5050e+07,1.1082e+07,1.2625e+07,355xsp
6330.0000,1.3328e+07,1.5308e+07,1.3114e+07,1.3993e+07,355xsp
6337.5000,1.4924e+07,1.3111e+07,1.1804e+07,1.1568e+07,355xsp
6345.0000,1.4960e+07,1.3364e+07,1.2953e+07,1.7648e+07,355xsp
6352.5000,1.1627e+07,1.5193e+07,9.6152e+06,1.3643e+07,355xsp
6360.0000,1.3006e+07,1.5905e+07,1.1213e+07,1.4802e+07,355xsp
6367.5000,1.6195e+07,1.7522e+07,1.0788e+07,1.3708e+07,355xsp
6375.0000,1.5102e+07,1.6432e+07,8.1018e+06,1.2610e+07,355xsp
6382.5000,1.0377e+07,1.5110e+07,6.5358e+06,1.5588e+07,355xsp
6390.0000,1.3128e+07,1.5828e+07,9.5030e+06,1.5397e+07,355xsp
6397.5000,1.0654e+07,1.3131e+07,9.7533e+06,1.8397e+07,355xsp
6405.0000,1.2277e+07,1.2477e+07,8.4062e+06,1.5241e+07,355xsp
6412.5000,1.1619e+07,1.4566e+07,9.1118e+06,1.6422e+07,355xsp
6420.0000,1.2792e+07,1.6205e+07,1.1196e+07,1.3935e+07,355xsp
6427.5000,1.1903e+07,1.5094e+07,7.0876e+06,1.3968e+07,355xsp
6435.0000,1.2161e+07,1.7434e+07,7.3341e+06,1.1927e+07,355xsp
6442.5000,1.1497e+07,1.5857e+07,1.0582e+07,1.0338e+07,355xsp
6450.0000,1.3607e+07,1.3579e+07,1.1070e+07,1.3834e+07,355xsp
6457.5000,1.2944e+07,1.8253e+07,8.7765e+06,1.3866e+07,355xsp
6465.0000,1.5997e+07,1.5735e+07,1.3680e+07,1.2039e+07,355xsp
6472.5000,1.4870e+07,1.7172e+07,1.2312e+07,1.3698e+07,355xsp
6480.0000,1.4668e+07,1.7446e+07,1.0941e+07,1.1861e+07,355xsp
6487.5000,1.3297e+07,1.6314e+07,1.2839e+07,9.0790e+06,355xsp
6495.0000,1.4267e+07,1.6352e+07,7.0030e+06,1.3324e+07,355xsp
6502.5000,1.3595e+07,1.4743e+07,9.1347e+06,1.0768e+07,355xsp
6510.0000,1.0561e+07,1.5724e+07,7.9781e+06,1.1735e+07,355xsp
6517.5000,1.2475e+07,1.6230e+07,9.8852e+06,1.3889e+07,355xsp
6525.0000,1.0846e+07,1.7925e+07,7.0679e+06,1.0842e+07,355xsp
6532.5000,1.5859e+07,1.5829e+07,7.7956e+06,1.1816e+07,355xsp
6540.0000,1.3990e+07,1.4912e+07,1.0905e+07,1.3509e+07,355xsp
6547.5000,1.5691e+07,1.4231e+07,7.8316e+06,1.1632e+07,355xsp
6555.0000,1.1903e+07,1.6176e+07,9.0438e+06,1.1181e+07,355xsp
6562.5000,1.0732e+07,1.3577e+07,1.0262e+07,1.4081e+07,355xsp
6570.0000,1.3398e+07,1.3848e+07,8.3652e+06,1.3153e+07,355xsp
6577.5000,1.4872e+07,1.0992e+07,9.8278e+06,1.5353e+07,355xsp
6585.0000,1.2735e+07,1.6325e+07,8.6450e+06,1.1524e+07,355xsp
6592.5000,1.0830e+07,1.4669e+07,8.4230e+06,1.3728e+07,355xsp
6600.0000,1.2308e+07,1.1552e+07,8.9267e+06,1.3515e+07,355xsp
6607.5000,1.2824e+07,1.5221e+07,1.0162e+07,1.5006e+07,355xsp
6615.0000,9.4437e+06,1.4282e+07,7.5071e+06,9.9257e+06,355xsp
6622.5000,1.1906e+07,1.5291e+07,9.2307e+06,8.7294e+06,355xsp
6630.0000,1.1687e+07,1.1901e+07,1.0230e+07,1.1927e+07,355xsp
6637.5000,1.2694e+07,1.2909e+07,9.2736e+06,1.3669e+07,355xsp
6645.0000,1.3214e+07,1.2446e+07,1.0522e+07,9.2808e+06,355xsp
6652.5000,1.4967e+07,1.3459e+07,1.1037e+07,1.1023e+07,355xsp
6660.0000,1.2039e+07,1.6946e+07,8.8424e+06,1.1788e+07,355xsp
6667.5000,1.2068e+07,1.5004e+07,9.6039e+06,1.0331e+07,355xsp
6675.0000,9.1207e+06,1.4791e+07,1.0122e+07,9.8596e+06,355xsp
6682.5000,1.1127e+07,1.2091e+07,1.0144e+07,9.6327e+06,355xsp
6690.0000,1.1651e+07,1.4110e+07,9.1710e+06,9.1569e+06,355xsp
6697.5000,1.2674e+07,1.1646e+07,7.6954e+06,1.2919e+07,355xsp
6705.0000,1.1702e+07,1.5924e+07,8.2130e+06,1.1448e+07,355xsp
6712.5000,1.0727e+07,1.3453e+07,1.0485e+07,1.1975e+07,355xsp
6720.0000,1.2258e+07,1.2478e+07,1.1011e+07,1.4765e+07,355xsp
6727.5000,1.0774e+07,1.3514e+07,9.5256e+06,1.2028e+07,355xsp
6735.0000,1.1303e+07,1.7836e+07,1.0808e+07,1.3822e+07,355xsp
6742.5000,1.2593e+07,1.5850e+07,8.5573e+06,1.3347e+07,355xsp
6750.0000,1.3127e+07,1.4872e+07,1.0858e+07,1.2869e+07,355xsp
6757.5000,1.2903e+07,1.2363e+07,8.3418e+06,1.2390e+07,355xsp
6765.0000,1.6242e+07,1.4937e+07,1.2432e+07,1.2163e+07,355xsp
6772.5000,1.3725e+07,1.2674e+07,7.3588e+06,1.0915e+07,355xsp
6780.0000,1.4267e+07,1.1168e+07,1.0186e+07,1.1961e+07,355xsp
6787.5000,8.9183e+06,1.4268e+07,9.6978e+06,1.1988e+07,355xsp
6795.0000,1.2275e+07,1.5584e+07,1.0489e+07,9.9599e+06,355xsp
6802.5000,1.2045e+07,1.3817e+07,8.1961e+06,1.5131e+07,355xsp
6810.0000,1.0009e+07,1.2815e+07,8.9876e+06,1.0004e+07,355xsp
6817.5000,1.0548e+07,1.7758e+07,1.0816e+07,1.3128e+07,355xsp
6825.0000,1.0830e+07,1.2871e+07,9.0271e+06,1.1084e+07,355xsp
6832.5000,1.1373e+07,1.4198e+07,8.7873e+06,1.3447e+07,355xsp
6840.0000,1.1918e+07,1.3189e+07,8.5472e+06,1.5297e+07,355xsp
6847.5000,9.8589e+06,1.3477e+07,7.2621e+06,1.3766e+07,355xsp
6855.0000,1.3016e+07,1.1677e+07,7.8004e+06,1.3011e+07,355xsp
6862.5000,1.3306e+07,1.2751e+07,8.8646e+06,1.1730e+07,355xsp
6870.0000,1.3861e+07,1.2516e+07,8.6216e+06,1.0706e+07,355xsp
6877.5000,1.1261e+07,1.6228e+07,7.8517e+06,1.1255e+07,355xsp
6885.0000,1.0758e+07,1.7584e+07,4.1815e+06,1.0225e+07,355xsp
6892.5000,1.3953e+07,1.3656e+07,9.4714e+06,1.0249e+07,355xsp
6900.0000,8.9516e+06,1.3685e+07,9.4921e+06,1.5566e+07,355xsp
6907.5000,1.4280e+07,1.7698e+07,8.7162e+06,9.4967e+06,355xsp
6915.0000,1.2979e+07,1.5608e+07,9.5325e+06,1.0050e+07,355xsp
6922.5000,1.2475e+07,1.5908e+07,9.2869e+06,1.2203e+07,355xsp
6930.0000,1.5441e+07,1.7813e+07,9.3070e+06,1.0093e+07,355xsp
6937.5000,1.4671e+07,9.8193e+06,7.7220e+06,1.2791e+07,355xsp
6945.0000,8.8009e+06,1.6011e+07,8.0073e+06,1.3623e+07,355xsp
6952.5000,1.1507e+07,1.8738e+07,7.7571e+06,1.3384e+07,355xsp
6960.0000,1.3418e+07,1.7968e+07,9.9261e+06,1.3683e+07,355xsp
6967.5000,1.1288e+07,1.5036e+07,9.9476e+06,1.2632e+07,355xsp
6975.0000,9.6881e+06,1.8857e+07,7.5352e+06,1.2118e+07,355xsp
6982.5000,1.2149e+07,1.5371e+07,8.9064e+06,9.9763e+06,355xsp
6990.0000,1.1631e+07,1.4316e+07,5.6670e+06,9.1815e+06,355xsp
6997.5000,1.1657e+07,1.2713e+07,7.8562e+06,1.4102e+07,355xsp
7005.0000,1.3593e+07,1.4924e+07,1.1146e+07,1.1677e+07,355xsp
7012.5000,1.5536e+07,1.1401e+07,4.6115e+06,1.2522e+07,355xsp
7020.0000,1.3103e+07,1.7733e+07,7.9067e+06,9.5347e+06,355xsp
7027.5000,1.1207e+07,1.9972e+07,8.4728e+06,1.3401e+07,355xsp
7035.0000,1.1782e+07,1.7806e+07,6.5657e+06,1.1778e+07,355xsp
7042.5000,7.6709e+06,1.4532e+07,6.3040e+06,1.0974e+07,355xsp
7050.0000,1.1280e+07,1.0693e+07,8.2510e+06,9.8923e+06,355xsp
7057.5000,1.1580e+07,1.1269e+07,5.7771e+06,1.3237e+07,355xsp
7065.0000,1.5771e+07,1.0738e+07,7.7309e+06,1.1600e+07,355xsp
7072.5000,1.0796e+07,9.0928e+06,6.9137e+06,1.1347e+07,355xsp
7080.0000,1.4164e+07,1.2736e+07,1.0271e+07,1.8343e+07,355xsp
7087.5000,1.1680e+07,1.1086e+07,1.0014e+07,1.2514e+07,355xsp
7095.0000,1.4228e+07,1.3070e+07,9.4755e+06,1.2258e+07,355xsp
7102.5000,6.9612e+06,1.5623e+07,9.7759e+06,1.0321e+07,355xsp
7110.0000,9.7860e+06,1.8189e+07,8.6725e+06,1.2029e+07,355xsp
7117.5000,1.1215e+07,1.5126e+07,7.5647e+06,1.0083e+07,355xsp
7125.0000,1.0957e+07,1.4593e+07,7.0166e+06,1.0951e+07,355xsp
7132.5000,1.3242e+07,1.4623e+07,5.6178e+06,1.1540e+07,355xsp
7140.0000,1.1853e+07,1.8058e+07,9.0296e+06,1.0714e+07,355xsp
7147.5000,1.4436e+07,1.6107e+07,1.0184e+07,9.6001e+06,355xsp
7155.0000,1.5035e+07,1.3577e+07,1.0206e+07,1.1612e+07,355xsp
7162.5000,1.5068e+07,8.7551e+06,1.0227e+07,9.3551e+06,355xsp
7170.0000,1.4812e+07,1.3633e+07,8.5345e+06,1.0232e+07,355xsp
7177.5000,1.4558e+07,1.4808e+07,1.1988e+07,1.2832e+07,355xsp
7185.0000,1.1716e+07,1.2829e+07,1.3452e+07,1.3433e+07,355xsp
7192.5000,1.6924e+07,1.1417e+07,1.1176e+07,1.3173e+07,355xsp
7200.0000,1.1477e+07,1.5190e+07,1.2064e+07,1.2047e+07,355xsp
7207.5000,1.6990e+07,1.2334e+07,1.0935e+07,1.4384e+07,355xsp
7215.0000,1.0945e+07,1.0331e+07,1.1825e+07,9.4927e+06,355xsp
7222.5000,9.2278e+06,1.4124e+07,9.8193e+06,9.2226e+06,355xsp
7230.0000,1.0700e+07,1.5898e+07,9.5494e+06,1.0114e+07,355xsp
